,,,,"//==================================
// map 0x1137
//==================================",,,
string,map-0x1137-0x29_0,,,つちうら城,Tsuchiura Castle,"NOTE: this is the area name, which is displayed when you open the menu. every map has one of these (it's usually but not always the first message). the names will automatically be ""squished"" to fit inside the window, so don't worry too much about the length.",
string,map-0x1137-0x6B_0,,,"ここは　つちうら城で　ござる\n
黄門さまは　上の階に\n
いらっしゃいます！　さあ！　どうぞ！","This is Tsuchiura Castle.\n
Koumon-sama is on the upper floor!\n
Please, come right in!",,
string,map-0x1137-0xC3_0,,,"え！　おぬしが　火の一族！？\n
じゃあ　すぐに　黄門さまに\n
お会いください","What? You're of the Fire Clan?!\n
You must speak with Koumon-sama at once!",,
string,map-0x1137-0x10B_0,,,"黄門さまは\n
水戸に　おもどりに　なられました",Koumon-sama has returned to Mito.,,
,,,,"//==================================
// map 0x1153
//==================================",,,
string,map-0x1153-0x26A_0,[color]<$01>,,"赤地に　黄色い文字で\n
「大」と　しるされた　大きな石がある",There is a large red stone marked with a yellow 大 symbol.,"CHECK: can we keep a Japanese character in the text? Because 大 here is literally what is drawn on the rock.
NOTE: wish granted",
string,map-0x1153-0x2A8_0,[color]<$01>,,なにもありませんでした,You find nothing.,,
string,map-0x1153-0x2C2_0,,,筑波国,Tsukuba,,
string,map-0x1153-0x3E9_0,,,ポンポコリン！,Ponpokorin!,,
string,map-0x1153-0x3E9_2,,,"おおっ！　火の一族か！！\n
なんじゃ！　その　疑いの　まなこは！\n
わしは　神の使い　白ダヌキじゃぞ！","Ah-ha, you must be of the Fire Clan!\n
...Hey, what's with the stink-eye? I'm the White Tanuki, a messenger of the divine!",,
string,map-0x1153-0x3E9_4,,,"わしの一族の　末えいの　大ダヌキめが\n
大門教に　そそのかされて\n
迷惑を　かけているようじゃな","It seems that Oodanuki, my descendant, fell for the Daimonists' honeyed words and is causing you trouble!",,
string,map-0x1153-0x3E9_6,,,"おわびと　いっては　なんじゃが\n
わしの神通力を　さずけよう！！\n
粉火の巻物じゃ！！","As a way of apologizing, I'll bestow upon you my divine power! The scroll of Konabi!",,
string,map-0x1153-0x3E9_8,,,"粉火の術は　敵の一匹に\n
無数の　火の粉を　あびせて\n
やっつける術じゃ！！",The Konabi jutsu will rain fire on a single enemy target! It's as deadly as it sounds!,,
string,map-0x1153-0x3E9_10,,,"大門教を　たおせ！！\n
マサカドを　復活させては　ならぬ！！\n
行け！　ジライア！！","Defeat the Cult of Daimon!\n
Don't let them revive Masakado!\n
Now go, young Ziria!",,
string,map-0x1153-0x59E_0,[color]<$01>,,神獣白ダヌキの　封印を　解き放った\n,You have broken the seal of the divine beast White Tanuki.\n,,
string,map-0x1153-0x5C5_0,[color]<$01>,,粉火の巻物を　手に入れた\n,Obtained Scroll of Konabi.\n,,
string,map-0x1153-0x5E2_0,,,"粉火の術は　敵の一匹に\n
無数の　火の粉を　あびせて\n
やっつける術じゃ！！",The Konabi jutsu will rain fire on a single enemy target! It's as deadly as it sounds!,DUPE: F14,
string,map-0x1153-0x5E2_2,,,"大門教を　たおせ！！\n
マサカドを　復活させては　ならぬ！！\n
行け！　ジライア！！","Defeat the Cult of Daimon!\n
Don't let them revive Masakado!\n
Now go, young Ziria!",DUPE: F15,
,,,,"//==================================
// map 0x116F
//==================================",,,
string,map-0x116F-0xBB_0,,,筑波山,Mount Tsukuba,,
string,map-0x116F-0x16D_0,,,"マサカドを　復活させて\n
ジパングを　支配しようとしているのは\n
大門教っていう　連中なんだ！",The ones trying to resurrect Masakado and take over Jipang are some bunch called the Cult of Daimon!,,
string,map-0x116F-0x16D_2,,,"大門教は　マサカドを　使って\n
ジパングを　こっぱみじんに\n
しようと　してるんだよ！",The Daimonists want to use Masakado to smash Jipang into smithereens.,,
string,map-0x116F-0x16D_4,,,"きっと　その後で　ジパングに\n
自分たちの　ユートピアを\n
つくるつもりなんだ！","After that, they must be planning to turn Jipang into their own utopia!",,
string,map-0x116F-0x16D_6,,,"オレ　そんなの　いやだ！\n
ジライア！　大門教を　やっつけて\n
ジパングを　まもってくれよ！","I can't stand the thought!\n
Ziria! Beat the Cult of Daimon and protect Jipang!",,
string,map-0x116F-0x16D_8,,,"これ　オレからの　せんべつだ\n
受け取ってくれよ","Here's a parting gift from me.\n
Take it with you.",,
string,map-0x116F-0x2E9_0,,,"がんばってくれよ！！\n
大門教のやつらを\n
退治してくれよ！！","Go for it!\n
Take out those Daimonist jerks!",,
string,map-0x116F-0x2E9_2,,,"筑波の山のために！！\n
そして　ジパングのために！！","For the sake of Mount Tsukuba!\n
And the sake of Jipang!",,
string,map-0x116F-0x356_0,,,"大門教っていうのは\n
ジパングの　外の国からきた\n
悪魔たちなんだ！！",The Cult of Daimon is a bunch of demons who came from lands outside Jipang!,,
