,,,,"//==================================
// boss 0xEFC4 dialogue
//==================================",,,
,,,,"//=====
// intro
//=====",,Nue (bird-like creature sent by Douman while impersonating Shingen),
string,boss_0xEFC4_intro_0,[color]<$01>,,"タカは　ヌエの　しょうたいを\n
あらわし　おそってきた","The hawk revealed its true nature.\n
The Nue sprang forward!",,
,,,,"//=====
// player lose
//=====",,,
string,boss_0xEFC4_lose_1,,,"ハハハハハ・・・　ジライアよ！\n
おまえも　これで　ジ・エンド！\n
まあ　よく　やったと　ほめておこう！","Hahahaha!\n
I told you this would be the end, Ziria!",,
,,,,"//=====
// player win
//=====",,,
string,boss_0xEFC4_win_1,,,"なぜ　おまえが\n
ヘビの　弓矢を　もっているんだ！",Where did you find the Snake Bow?!,,
string,boss_0xEFC4_win_4,,,"まあ　よいわ\n
この　けっちゃくは　塩山で　つけよう","Well, no matter!\n
We'll settle our score in the Salt Pyramid.",,
string,boss_0xEFC4_win_7,,,"塩山に　来い！　ジライアよ！！\n
ナメクジ玉は　それまで　あずかる\n
ハハハハハ・・・・","Come to the Salt Pyramid, Ziria!\n
I'll hold on to the Slug Orb in the meantime...Hahahaha!",,
,,,,"//==================================
// boss 0xEFEB dialogue
//==================================",,,
,,,,"//=====
// intro
//=====",,Mouryou (inside Odawara Castle),
string,boss_0xEFEB_intro_0,[color]<$01>,,"トノさまは\n
モウリョウに　変身した！",The lord transformed into a Mouryou!,,
,,,,"//=====
// player lose
//=====",,,
string,boss_0xEFEB_lose_1,,,"ひゃ　ひゃ　ひゃ\n
ヤシャ姫さまの　手を\n
わずらわせるまでも　なかったのぉ","Hya hya hya!\n
Yashahime-sama didn't have to trouble herself after all!",,
,,,,"//=====
// player win
//=====",,,
string,boss_0xEFEB_win_1,,,"ひゃ　ひゃ　ひゃ\n
わしを　たおしたところで\n
二人では　ヤシャ姫さまには　勝てぬさ","Hya hya hya!\n
You may defeat me, but you two will never defeat Yashahime-sama!",,
string,boss_0xEFEB_win_4,,,"ツナデと　ホテイ丸が\n
かまくら城で　まっているぞ\n
急いで　追いかけたほうが　いいぞ！",Tsunade and Hoteimaru are in Kamakura Castle. You'd better hurry before it's too late to save them!,,
,,,,"//==================================
// boss 0xEFF8 dialogue
//==================================",,,
,,,,"//=====
// intro
//=====",,Oodanuki (in the Tanuki Cave),
string,boss_0xEFF8_intro_1,,,ポンポコリン！,Ponpokorin!,,
string,boss_0xEFF8_intro_3,,,"ここは　とーせんぼだ！\n
筑波の国は　水戸の　ゴーモンさまから\n
オレがもらう　約束をしたんだ！","You're not going anywhere!\n
Goumon-sama of Mito will give me the lands of Tsukuba once I beat you!",,
