,,,,"//==================================
// ally names
//==================================",,,
string,str-0x13F0,,,ジライア,Ziria,NOTE: party member names as shown in battle,
string,str-0x13F9,,,オロチ丸,Orochimaru,,
string,str-0x1402,,,ツナデ,Tsunade,,
string,str-0x1409,,,黒い影,Black Shadow,,
string,str-0x1410,,,あくろう王,King Akurou,,
string,str-0x141B,,,ホテイ丸,Hoteimaru,"NOTE: ...wait, hoteimaru never shows up in a battle!",
string,str-0x1424,,,坊主,Priest,,
string,str-0x1429,,,コガマ,Kogama,,
string,str-0x1430,,,土偶ロボ,Doguu Robot,,
string,str-0x1439,,,ジライアたち,Ziria's party,,
,,,,"//==================================
// stat/technique/magic names
//==================================",,,
string,str-0x144C,,,攻撃力,Attack,,
string,str-0x1453,,,守備力,Defense,,
string,str-0x145A,,,すばやさ,Speed,,
string,str-0x1463,,,術,jutsu,,
string,str-0x1466,,,魔法,magic,,
,,,,"//==================================
// standard messages
//==================================",,,
string,str-0x1512_0,,,どうする？　[string]！,"What will you do,\n
[string]?",,
string,str-0x1524_0,,,[string]の攻撃！,[string]'s attack!,,
string,str-0x152F_0,,,"[string]に\n
[number]ポイントのダメージ！",[string] took [number] damage!,,
string,str-0x154A_0,,,[string]を　打ち倒した！,Defeated [string]!,,
string,str-0x155D_0,,,[string]が現れた,[string] appeared.,,
string,str-0x1569_0,,,"[string]の\n
体の力が\n
[number]ポイント　回復した！",[string] recovered [number] HP!,,
string,str-0x158D_0,,,"[string]に\n
[string]の魔法が　きかない",[string] was unaffected by the [string] spell.,,
string,str-0x15A6_0,,,"[string]は\n
[string]の術を　つかった",[string] used the [string] jutsu.,,
string,str-0x15BD_0,,,"[string]は\n
[string]の魔法を　つかった",[string] used the [string] spell.,,
string,str-0x15D6_0,,,"[string]は\n
[string]を　つかった",[string] used the [string].,NOTE: for using items,
string,str-0x15E9_0,,,"[string]は\n
盗みの技を　つかった",[string] used a thievery technique.,,
string,str-0x1603_0,,,[string]が　おそってきた！,[string] sprang forward!,,
string,str-0x1618_0,,,"[string]は　おそれをなして\n
逃げ出した",[string] fled in terror.,,
string,str-0x1638_0,,,"[string]は　ウソ泣きをした！\n
おおーっと　ついにツナデのウソ泣きが\n
出たー！！一体何がおこるんだー！？","[string] cried false tears! Uh-oh!\n
Here come Tsunade's crocodile tears! What's gonna happen NOW?!",,
string,str-0x1697_0,,,"[string]は　流し目を送った！\n
来た　来た！　背すじに来たゾー！","[string] threw a flirtatious glance!\n
Ooh, I feel it! I feel it runnin' right down my spine!",,
string,str-0x16CF_0,,,"[string]は\n
仲間をよんだ",[string] called an ally.,,
string,str-0x16E2_0,,,"[string]は\n
仲間に裏切られた",[string]'s ally failed to appear.,,
string,str-0x16F8_0,,,"[string]は\n
逃げ出した",[string] fled.,,
string,str-0x1708_0,,,"[string]は\n
追いかけてきた",[string] raced in pursuit.,,
string,str-0x171C_0,,,"[string]に\n
[string]の術が　きかない",[string] was unaffected by the [string] jutsu.,,
string,str-0x1733_0,,,技の力が　たりない,Not enough TP.,,
string,str-0x1747_0,,,"[string]は\n
身をかわした",[string] dodged.,,
string,str-0x1759_0,,,"[string]は\n
ねむっている",[string] is asleep.,,
string,str-0x176B_0,,,"[string]に\n
[string]が　効かない",[string] was unaffected by [string].,,
string,str-0x177E_0,,,連続攻撃！！,Multiple strikes!,,
string,str-0x178C_0,,,痛恨の一撃！！,Critical hit!,,
string,str-0x179C_0,,,"[string]を\n
ねむらせた！",Put [string] to sleep!,,
string,str-0x17AE_0,,,"[string]は\n
目をさました！",[string] woke up!,,
string,str-0x17C2_0,,,"[string]は\n
盗みに　失敗した",[string] failed to steal.,,
string,str-0x17D8_0,,,"[string]には\n
きかなかった",No effect on [string].,,
string,str-0x17EC_0,,,しかし　何も　おこらなかった！,But nothing happened!,,
string,str-0x180C_0,,,魔の力が　たりない,Not enough MP.,,
string,str-0x1820_0,,,"[string]は　深いキズを負って\n
たたかえなくなった",[string] received deep wounds and became unable to fight.,,
string,str-0x184A_0,,,"ジライア達は全員\n
深いキズを負って\n
たたかえなくなった．．．",All members of Ziria's party received deep wounds and became unable to fight...,,
string,str-0x184A_2,,,"ジライアは　明日のために\n
勇気をもって退却を決断した！","For the sake of the future, Ziria gathered his courage and decided to retreat!",,
string,str-0x18BC_0,,,"[string]は\n
[number]両を　盗まれた",[string] had 両[number] stolen.,,
string,str-0x18D1_0,,,"ジライアは　盗みに失敗した！\n
敵は　いかりくるって\n
攻撃力が　増した！","Ziria failed to steal!\n
The enemy was enraged and gained increased Attack!",,
string,str-0x1917_0,,,"[string]の魔の力を\n
[number]ポイントうばった",[string] had [number] MP stolen.,,
string,str-0x1936_0,,,効果が　なかった,No effect.,,
string,str-0x1948_0,[color]<$01>,,"[string]は\n
[number]両を手に入れた",[string] obtained 両[number].,,
string,str-0x195F_0,,,"[string]は\n
気分が　わるくなった",[string] felt sick.,"NOTE: a possible outcome of orochimaru's ""flirt"" command",
string,str-0x1979_0,[color]<$01>,,"[string]は\n
[string]を手に入れた",[string] obtained [string].,,
string,str-0x198E_0,,,"[string]は\n
[string]を盗まれた",[string] had [string] stolen.,,
string,str-0x199F_0,,,"[string]は\n
炎を　はいた",[string] spewed flame.,"ZenkiTN: I know the Clockwork Soldier releases fire from one arm, which is why ""breathed"" won't fit.",
string,str-0x19B1_0,,,"[string]は\n
毒を　はいた",[string] breathed poison.,,
