,,,,"//==================================
// generic shop messages
//==================================",,,
string,str-0x230_0,,,"ジライアは　お金が\n
足りないことに気がついた\n
少し　はずかしかった",Ziria realized he didn't have enough money. It was a bit embarrassing.,,
string,str-0x271_0,,,"[number]両ですが\n
よろしいですか","That will be 両[number].\n
How does that sound?",,
string,str-0x290_0,,,"[string]ですか？\n
それを　今　買うと　お客さんに\n
うらまれそうな気がします","The [string]? I have a feeling that if you sell that, you'll come to regret it.",NOTE: when trying to sell plot-critical items like the orbs,
string,str-0x290_2,,,"ほかにも　何か\n
お売りに　なりますか？",Will you be selling anything else?,,
string,str-0x2F9_0,,,"[string]ですか？\n
それは　どれくらいの　値うちなのか\n
ちょっと　わかりかねます",[string]? How much would that be worth? I'm afraid I can't really tell.,,
string,str-0x2F9_2,,,"ほかにも　何か\n
お売りに　なりますか",Will you be selling anything else?,,
string,str-0x364_0,,,どなたの　道具を　売ってくれますか,Whose possessions are you selling?,,
string,str-0x388_0,,,何を　お売りに　なりますか？,What will you be selling?,,
string,str-0x3A5_0,,,"ほかにも　何か\n
お売りに　なりますか？",Will you be selling anything else?,DUPE: F5,
string,str-0x3CC_0,,,[string]ですね？,"[string], is it?",,
string,str-0x3DA_0,,,"[number]両　いただきました\n
ほかに　何か　お求めですか？","両[number], please.\n
Would you like anything else?",,
,,,,"//==================================
// orochimaru letter 1
//==================================",,,
string,str-0x40F_1,,,　　　　　拝啓　ジライア殿,"#SETPADANDCENTER(0, 216)
To: Ziria-dono",,
string,str-0x40F_4,,,"　　さきほどは　ついとりみだし\n
　きついことを　いいすぎたようだ\n
　　　　　　許してくれ！","First, I wish to apologize for\n
the way I addressed you earlier.\n
I realize I was extremely rude.",,
string,str-0x40F_7,,,"しかし　おれの気持ちもわかってくれ\n
　ショーグンさまは　おれにとって\n
育ての親　父のような　おかたなのだ","However, you must understand that the\n
Shogun has raised me like his own flesh\n
and blood. He is as a father to me.",,
string,str-0x40F_10,,,"　　ショーグンさまの　信じている\n
　　　大門教が　悪いくわだてを\n
　　もっているとは　考えられない","If the Shogun has willingly joined the\n
Cult of Daimon, then they cannot truly\n
be as evil as you think.",,
string,str-0x40F_13,,,"　　　　もう少し　時間をくれ！\n
　おれ自身　なっとくの　いくまで\n
　もっとくわしく　しらべて　みたい","I only ask you to give me some time.\n
I must look into this matter on my own.",,
string,str-0x40F_16,,,"　　　　また　どこかで　会おう\n
\n
　　　　　　　　　　　　　　オロチ丸","I'll see you soon.\n
\n
[space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px][space8px]Orochimaru
#DISABLEPADANDCENTER()
#SETWIDTH(-1)",,
,,,,"//==================================
// orochimaru letter 2
//==================================",,,
string,str-0x628_1,,,　　　　　拝啓　ジライア殿,"#SETPADANDCENTER(0, 216)
To: Ziria-dono",DUPE: F14,
string,str-0x628_4,,,"　どうやら　カーメン　カーメンも\n
マントーも　無事　たおせたようだな\n
さすがは　火の勇者と　いっておこう","I see you were able to defeat\n
both Khamen Khamen and Manto.\n
I suppose a {Fire Hero} would do no less.",,
string,str-0x628_7,,,"　　　　各国を　めぐるうち\n
　大門教の　たくらんでいることが\n
　　　少しずつ　わかってきた","After a thorough investigation, I've\n
finally reached a conclusion regarding\n
the Cult of Daimon.",,
