"","","","","//==================================
// generic shop messages
//==================================","","","",""
"string","str-0x230_0","","","ジライアは　お金が\n
足りないことに気がついた\n
少し　はずかしかった","",,"=IF(F2=I2, ""UNTRANSLATED"", """")",""
"string","str-0x271_0","","","[number]両ですが\n
よろしいですか","",,"=IF(F3=I3, ""UNTRANSLATED"", """")",""
"string","str-0x290_0","","","[string]ですか？\n
それを　今　買うと　お客さんに\n
うらまれそうな気がします","",,"=IF(F4=I4, ""UNTRANSLATED"", """")",""
"string","str-0x290_2","","","ほかにも　何か\n
お売りに　なりますか？","",,"=IF(F5=I5, ""UNTRANSLATED"", """")",""
"string","str-0x2F9_0","","","[string]ですか？\n
それは　どれくらいの　値うちなのか\n
ちょっと　わかりかねます","",,"=IF(F6=I6, ""UNTRANSLATED"", """")",""
"string","str-0x2F9_2","","","ほかにも　何か\n
お売りに　なりますか","",,"=IF(F7=I7, ""UNTRANSLATED"", """")",""
"string","str-0x364_0","","","どなたの　道具を　売ってくれますか","",,"=IF(F8=I8, ""UNTRANSLATED"", """")",""
"string","str-0x388_0","","","何を　お売りに　なりますか？","",,"=IF(F9=I9, ""UNTRANSLATED"", """")",""
"string","str-0x3A5_0","","","ほかにも　何か\n
お売りに　なりますか？","=T(F5)","=""DUPE: ""&ADDRESS(ROW(F5), COLUMN(F5), 4)",,
"string","str-0x3CC_0","","","[string]ですね？","",,"=IF(F11=I11, ""UNTRANSLATED"", """")",""
"string","str-0x3DA_0","","","[number]両　いただきました\n
ほかに　何か　お求めですか？","",,"=IF(F12=I12, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// orochimaru letter 1
//==================================","","","",""
"string","str-0x40F_1","","","　　　　　拝啓　ジライア殿","",,"=IF(F14=I14, ""UNTRANSLATED"", """")",""
"string","str-0x40F_4","","","　　さきほどは　ついとりみだし\n
　きついことを　いいすぎたようだ\n
　　　　　　許してくれ！","",,"=IF(F15=I15, ""UNTRANSLATED"", """")",""
"string","str-0x40F_7","","","しかし　おれの気持ちもわかってくれ\n
　ショーグンさまは　おれにとって\n
育ての親　父のような　おかたなのだ","",,"=IF(F16=I16, ""UNTRANSLATED"", """")",""
"string","str-0x40F_10","","","　　ショーグンさまの　信じている\n
　　　大門教が　悪いくわだてを\n
　　もっているとは　考えられない","",,"=IF(F17=I17, ""UNTRANSLATED"", """")",""
"string","str-0x40F_13","","","　　　　もう少し　時間をくれ！\n
　おれ自身　なっとくの　いくまで\n
　もっとくわしく　しらべて　みたい","",,"=IF(F18=I18, ""UNTRANSLATED"", """")",""
"string","str-0x40F_16","","","　　　　また　どこかで　会おう\n
\n
　　　　　　　　　　　　　　オロチ丸","",,"=IF(F19=I19, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// orochimaru letter 2
//==================================","","","",""
"string","str-0x628_1","","","　　　　　拝啓　ジライア殿","=T(F14)","=""DUPE: ""&ADDRESS(ROW(F14), COLUMN(F14), 4)",,
"string","str-0x628_4","","","　どうやら　カーメン　カーメンも\n
マントーも　無事　たおせたようだな\n
さすがは　火の勇者と　いっておこう","",,"=IF(F22=I22, ""UNTRANSLATED"", """")",""
"string","str-0x628_7","","","　　　　各国を　めぐるうち\n
　大門教の　たくらんでいることが\n
　　　少しずつ　わかってきた","",,"=IF(F23=I23, ""UNTRANSLATED"", """")",""
"string","str-0x628_10","","","　　どうやら　おまえたちのほうが\n
　　　　　正しいようだな！\n
ショーグンさまにも　伝えておいたぞ","",,"=IF(F24=I24, ""UNTRANSLATED"", """")",""
"string","str-0x628_13","","","　　　　安心しろ　ジライア！\n
　　　すべて　ショーグンさまに\n
　まかせて　おけば　うまくいくのだ","",,"=IF(F25=I25, ""UNTRANSLATED"", """")",""
"string","str-0x628_16","","","　ショーグンさまが　立ち上がれば\n
　　　　マサカドも　大門教も\n
　　　たちどころに　おしまいだ！","",,"=IF(F26=I26, ""UNTRANSLATED"", """")",""
"string","str-0x628_19","","","　　　それまでの　しんぼうだ！\n
命を　大切に　しろよ！　ジライア！","",,"=IF(F27=I27, ""UNTRANSLATED"", """")",""
"string","str-0x628_21","","","// WARNING: continues previous box
　では　また　どこかで　会おう！","",,"=IF(F28=I28, ""UNTRANSLATED"", """")",""
"string","str-0x628_23","","","\n
　　　　　　　　　　　　　　オロチ丸","",,"=IF(F29=I29, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// examining toubei plans
//==================================","","","",""
"string","str-0x8EE_0","","","さすがは\n
トウベイ先生の絵図面だ！","",,"=IF(F31=I31, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// gambling game
//==================================","","","",""
"string","str-0xD1F_0","","","一クチ　１０両で　１００両まで\n
カケることができるよ　遊んでいくかい","",,"=IF(F33=I33, ""UNTRANSLATED"", """")",""
"string","str-0xD6A_0","","","そうかい！　引きとめないよ！\n
遊んでいる場合じゃないものね！\n
また　気が向いたら　来ておくれ！","",,"=IF(F34=I34, ""UNTRANSLATED"", """")",""
"string","str-0xDCA_1","","","とりあえず　１０両だね！","",,"=IF(F35=I35, ""UNTRANSLATED"", """")",""
"string","str-0xDEB_1","","","男だったら命がけ！\n
もう一クチ　どうだい？","",,"=IF(F36=I36, ""UNTRANSLATED"", """")",""
"string","str-0xE1D_0","","","ニイさん！　サイフの中を\n
よーく　たしかめてごらん！\n
いきおいだけじゃ　勝てないよ！","",,"=IF(F37=I37, ""UNTRANSLATED"", """")",""
"string","str-0xE73_0","","","さあ　はった！　はった！！\n
丁かた　ありませんか？\n
半かた　ありませんか？","",,"=IF(F38=I38, ""UNTRANSLATED"", """")",""
"string","str-0xEBF_1","[color]<$01>","","　\n
　　丁\n
　　半","",,"=IF(F39=I39, ""UNTRANSLATED"", """")",""
"string","str-0xED6_0","","","丁・半　そろいました！！\n
入ります！！","",,"=IF(F40=I40, ""UNTRANSLATED"", """")",""
"string","str-0xF06_0","","","サイの目も　火の勇者の味方だね！\n
もう一勝負　やってくかい！","",,"=IF(F41=I41, ""UNTRANSLATED"", """")",""
"string","str-0xF49_0","","","冬が過ぎれば　春も来る！！\n
さあ　もう一勝負やってくかい！","",,"=IF(F42=I42, ""UNTRANSLATED"", """")",""
