"","","","","//==================================
// ally names
//==================================","","","",""
"string","str-0x13F0","","","ジライア","",,"=IF(F2=I2, ""UNTRANSLATED"", """")",""
"string","str-0x13F9","","","オロチ丸","",,"=IF(F3=I3, ""UNTRANSLATED"", """")",""
"string","str-0x1402","","","ツナデ","",,"=IF(F4=I4, ""UNTRANSLATED"", """")",""
"string","str-0x1409","","","黒い影","",,"=IF(F5=I5, ""UNTRANSLATED"", """")",""
"string","str-0x1410","","","あくろう王","",,"=IF(F6=I6, ""UNTRANSLATED"", """")",""
"string","str-0x141B","","","ホテイ丸","",,"=IF(F7=I7, ""UNTRANSLATED"", """")",""
"string","str-0x1424","","","坊主","",,"=IF(F8=I8, ""UNTRANSLATED"", """")",""
"string","str-0x1429","","","コガマ","",,"=IF(F9=I9, ""UNTRANSLATED"", """")",""
"string","str-0x1430","","","土偶ロボ","",,"=IF(F10=I10, ""UNTRANSLATED"", """")",""
"string","str-0x1439","","","ジライアたち","",,"=IF(F11=I11, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// stat/technique/magic names
//==================================","","","",""
"string","str-0x144C","","","攻撃力","",,"=IF(F13=I13, ""UNTRANSLATED"", """")",""
"string","str-0x1453","","","守備力","",,"=IF(F14=I14, ""UNTRANSLATED"", """")",""
"string","str-0x145A","","","すばやさ","",,"=IF(F15=I15, ""UNTRANSLATED"", """")",""
"string","str-0x1463","","","術","",,"=IF(F16=I16, ""UNTRANSLATED"", """")",""
"string","str-0x1466","","","魔法","",,"=IF(F17=I17, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// standard messages
//==================================","","","",""
"string","str-0x1512_0","","","どうする？　[string]！","",,"=IF(F19=I19, ""UNTRANSLATED"", """")",""
"string","str-0x1524_0","","","[string]の攻撃！","",,"=IF(F20=I20, ""UNTRANSLATED"", """")",""
"string","str-0x152F_0","","","[string]に\n
[number]ポイントのダメージ！","",,"=IF(F21=I21, ""UNTRANSLATED"", """")",""
"string","str-0x154A_0","","","[string]を　打ち倒した！","",,"=IF(F22=I22, ""UNTRANSLATED"", """")",""
"string","str-0x155D_0","","","[string]が現れた","",,"=IF(F23=I23, ""UNTRANSLATED"", """")",""
