"","","","","//==================================
// boss 0xEFC4 dialogue
//==================================","","","",""
"","","","","//=====
// intro
//=====","","","",""
"string","boss_0xEFC4_intro_0","[color]<$01>","","タカは　ヌエの　しょうたいを\n
あらわし　おそってきた","",,"=IF(F3=I3, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player lose
//=====","","","",""
"string","boss_0xEFC4_lose_1","","","ハハハハハ・・・　ジライアよ！\n
おまえも　これで　ジ・エンド！\n
まあ　よく　やったと　ほめておこう！","",,"=IF(F5=I5, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player win
//=====","","","",""
"string","boss_0xEFC4_win_1","","","なぜ　おまえが\n
ヘビの　弓矢を　もっているんだ！","",,"=IF(F7=I7, ""UNTRANSLATED"", """")",""
"string","boss_0xEFC4_win_4","","","まあ　よいわ\n
この　けっちゃくは　塩山で　つけよう","",,"=IF(F8=I8, ""UNTRANSLATED"", """")",""
"string","boss_0xEFC4_win_7","","","塩山に　来い！　ジライアよ！！\n
ナメクジ玉は　それまで　あずかる\n
ハハハハハ・・・・","",,"=IF(F9=I9, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// boss 0xEFEB dialogue
//==================================","","","",""
"","","","","//=====
// intro
//=====","","","",""
"string","boss_0xEFEB_intro_0","[color]<$01>","","トノさまは\n
モウリョウに　変身した！","",,"=IF(F12=I12, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player lose
//=====","","","",""
"string","boss_0xEFEB_lose_1","","","ひゃ　ひゃ　ひゃ\n
ヤシャ姫さまの　手を\n
わずらわせるまでも　なかったのぉ","",,"=IF(F14=I14, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player win
//=====","","","",""
"string","boss_0xEFEB_win_1","","","ひゃ　ひゃ　ひゃ\n
わしを　たおしたところで\n
二人では　ヤシャ姫さまには　勝てぬさ","",,"=IF(F16=I16, ""UNTRANSLATED"", """")",""
"string","boss_0xEFEB_win_4","","","ツナデと　ホテイ丸が\n
かまくら城で　まっているぞ\n
急いで　追いかけたほうが　いいぞ！","",,"=IF(F17=I17, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// boss 0xEFF8 dialogue
//==================================","","","",""
"","","","","//=====
// intro
//=====","","","",""
"string","boss_0xEFF8_intro_1","","","ポンポコリン！","",,"=IF(F20=I20, ""UNTRANSLATED"", """")",""
"string","boss_0xEFF8_intro_3","","","ここは　とーせんぼだ！\n
筑波の国は　水戸の　ゴーモンさまから\n
オレがもらう　約束をしたんだ！","",,"=IF(F21=I21, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// boss 0xF005 dialogue
//==================================","","","",""
"","","","","//=====
// intro
//=====","","","",""
"string","boss_0xF005_intro_1","","","ホウ　こんなとこまで　来たか！！\n
ジライアとやら！　ほめてやろう！","",,"=IF(F24=I24, ""UNTRANSLATED"", """")",""
"string","boss_0xF005_intro_4","","","オレが　大門教１３人衆の　１番手\n
地獄の　魔術師　ゴーモンだ！！\n
おまえでは　オレには　勝てんぞ！！","",,"=IF(F25=I25, ""UNTRANSLATED"", """")",""
"string","boss_0xF005_intro_7","","","めいどの　みやげに\n
オレの　ほんとうの姿を\n
みせてやろう！！","",,"=IF(F26=I26, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player lose
//=====","","","",""
"string","boss_0xF005_lose_1","","","火の勇者などと　いっても\n
しょせん　その　ていどの　ものよ！\n
ワハハハハハ！！","",,"=IF(F28=I28, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player win
//=====","","","",""
"string","boss_0xF005_win_1","","","シマッタ！　あまく　みたわ\n
だが　１３人衆の残りが　かならず\n
おまえを　たおす！　かならずな！！","",,"=IF(F30=I30, ""UNTRANSLATED"", """")",""
"string","boss_0xF005_win_3","[color]<$01>","","大門教１３人衆の　１番手\n
ゴーモンを　倒した！\n
あと　残りは　１２人！！","",,"=IF(F31=I31, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// boss 0xF012 dialogue
//==================================","","","",""
"","","","","//=====
// intro
//=====","","","",""
"string","boss_0xF012_intro_1","","","ワレこそは　人間どもを　支配する\n
タマモ姫なり！！\n
ジャマする　ものは　ようしゃせぬ！","",,"=IF(F34=I34, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player lose
//=====","","","",""
"string","boss_0xF012_lose_1","","","ホホホホホ\n
みたか！　タマモの　おそろしさ！","",,"=IF(F36=I36, ""UNTRANSLATED"", """")",""
"","","","","//=====
// player win
//=====","","","",""
"string","boss_0xF012_win_1","","","おぼえておれ！\n
この　うらみ　わすれぬぞ！！","",,"=IF(F38=I38, ""UNTRANSLATED"", """")",""
