"","","","","//==================================
// map 0x1137
//==================================","","","",""
"string","map-0x1137-0x29_0","","","つちうら城","",,"=IF(F2=I2, ""UNTRANSLATED"", """")",""
"string","map-0x1137-0x6B_0","","","ここは　つちうら城で　ござる\n
黄門さまは　上の階に\n
いらっしゃいます！　さあ！　どうぞ！","",,"=IF(F3=I3, ""UNTRANSLATED"", """")",""
"string","map-0x1137-0xC3_0","","","え！　おぬしが　火の一族！？\n
じゃあ　すぐに　黄門さまに\n
お会いください","",,"=IF(F4=I4, ""UNTRANSLATED"", """")",""
"string","map-0x1137-0x10B_0","","","黄門さまは\n
水戸に　おもどりに　なられました","",,"=IF(F5=I5, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// map 0x1153
//==================================","","","",""
"string","map-0x1153-0x26A_0","[color]<$01>","","赤地に　黄色い文字で\n
「大」と　しるされた　大きな石がある","",,"=IF(F7=I7, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x2A8_0","[color]<$01>","","なにもありませんでした","",,"=IF(F8=I8, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x2C2_0","","","筑波国","",,"=IF(F9=I9, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_0","","","ポンポコリン！","",,"=IF(F10=I10, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_2","","","おおっ！　火の一族か！！\n
なんじゃ！　その　疑いの　まなこは！\n
わしは　神の使い　白ダヌキじゃぞ！","",,"=IF(F11=I11, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_4","","","わしの一族の　末えいの　大ダヌキめが\n
大門教に　そそのかされて\n
迷惑を　かけているようじゃな","",,"=IF(F12=I12, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_6","","","おわびと　いっては　なんじゃが\n
わしの神通力を　さずけよう！！\n
粉火の巻物じゃ！！","",,"=IF(F13=I13, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_8","","","粉火の術は　敵の一匹に\n
無数の　火の粉を　あびせて\n
やっつける術じゃ！！","",,"=IF(F14=I14, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x3E9_10","","","大門教を　たおせ！！\n
マサカドを　復活させては　ならぬ！！\n
行け！　ジライア！！","",,"=IF(F15=I15, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x59E_0","[color]<$01>","","神獣白ダヌキの　封印を　解き放った\n","",,"=IF(F16=I16, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x5C5_0","[color]<$01>","","粉火の巻物を　手に入れた\n","",,"=IF(F17=I17, ""UNTRANSLATED"", """")",""
"string","map-0x1153-0x5E2_0","","","粉火の術は　敵の一匹に\n
無数の　火の粉を　あびせて\n
やっつける術じゃ！！","=T(F14)","=""DUPE: ""&ADDRESS(ROW(F14), COLUMN(F14), 4)",,
"string","map-0x1153-0x5E2_2","","","大門教を　たおせ！！\n
マサカドを　復活させては　ならぬ！！\n
行け！　ジライア！！","=T(F15)","=""DUPE: ""&ADDRESS(ROW(F15), COLUMN(F15), 4)",,
"","","","","//==================================
// map 0x116F
//==================================","","","",""
"string","map-0x116F-0xBB_0","","","筑波山","",,"=IF(F21=I21, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x16D_0","","","マサカドを　復活させて\n
ジパングを　支配しようとしているのは\n
大門教っていう　連中なんだ！","",,"=IF(F22=I22, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x16D_2","","","大門教は　マサカドを　使って\n
ジパングを　こっぱみじんに\n
しようと　してるんだよ！","",,"=IF(F23=I23, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x16D_4","","","きっと　その後で　ジパングに\n
自分たちの　ユートピアを\n
つくるつもりなんだ！","",,"=IF(F24=I24, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x16D_6","","","オレ　そんなの　いやだ！\n
ジライア！　大門教を　やっつけて\n
ジパングを　まもってくれよ！","",,"=IF(F25=I25, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x16D_8","","","これ　オレからの　せんべつだ\n
受け取ってくれよ","",,"=IF(F26=I26, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x2E9_0","","","がんばってくれよ！！\n
大門教のやつらを\n
退治してくれよ！！","",,"=IF(F27=I27, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x2E9_2","","","筑波の山のために！！\n
そして　ジパングのために！！","",,"=IF(F28=I28, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x356_0","","","大門教っていうのは\n
ジパングの　外の国からきた\n
悪魔たちなんだ！！","",,"=IF(F29=I29, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x356_2","","","あいつら　外の国を　みんな\n
ほろぼして　次は　ジパングを\n
自分たちのものに　しようとしてるんだ","",,"=IF(F30=I30, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x356_4","","","ジライア！　あんなやつらの\n
思いどおりに　させちゃいけないよ！\n
大門教を　やっつけてくれよ！！","",,"=IF(F31=I31, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x356_6","","","これ　少ないけど　受け取ってくれ！！\n
オレが　いままで　ためた　お金だ\n
旅に　役立ててくれよ","",,"=IF(F32=I32, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x4AD_0","","","がんばってくれよ！！\n
大門教のやつらを\n
退治してくれよ！！","=T(F27)","=""DUPE: ""&ADDRESS(ROW(F27), COLUMN(F27), 4)",,
"string","map-0x116F-0x4AD_2","","","筑波の山のために！！\n
そして　ジパングのために！！","=T(F28)","=""DUPE: ""&ADDRESS(ROW(F28), COLUMN(F28), 4)",,
"string","map-0x116F-0x51A_0","","","大門教は　ジパングの\n
まものや　妖怪を　てなずけて\n
思うままに　あやつっているんだ！！","",,"=IF(F35=I35, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x51A_2","","","ちかごろじゃ　このへんにも\n
大門教の　まものが　現れて\n
ひとを　おそうんだよ！！","",,"=IF(F36=I36, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x51A_4","","","これ　少ないけど　受け取ってくれ！！\n
オレが　いままで　ためた　お金だ\n
旅に　役立ててくれよ","=T(F32)","=""DUPE: ""&ADDRESS(ROW(F32), COLUMN(F32), 4)",,
"string","map-0x116F-0x61A_0","","","がんばってくれよ！！\n
マサカドを　退治してくれよ！！\n
筑波の山のために","",,"=IF(F38=I38, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x660_0","","","ジライアは　火の一族の\n
まつえい　だったんだ！！\n
どうりで　強いわけだ！！","",,"=IF(F39=I39, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x660_2","","","マサカドは　火の一族じゃないと\n
たおせないんだってね！\n
がんばってくれよ　ジライア！","",,"=IF(F40=I40, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x660_4","","","オレ　なにも　できないけど\n
ここから　ジライアのこと\n
おうえんしているよ！！","",,"=IF(F41=I41, ""UNTRANSLATED"", """")",""
"string","map-0x116F-0x660_6","","","これ　オレからの　せんべつだ\n
受け取ってくれよ","=T(F26)","=""DUPE: ""&ADDRESS(ROW(F26), COLUMN(F26), 4)",,
"string","map-0x116F-0x777_0","","","がんばってくれよ！！\n
マサカドを　退治してくれよ！！\n
筑波の山のために","=T(F38)","=""DUPE: ""&ADDRESS(ROW(F38), COLUMN(F38), 4)",,
"string","map-0x116F-0x7BD_0","[color]<$01>","","２０両を　手に入れた","",,"=IF(F44=I44, ""UNTRANSLATED"", """")",""
"","","","","//==================================
// map 0x118B
//==================================","","","",""
"string","map-0x118B-0x9F_0","","","ガマ仙人の家","",,"=IF(F46=I46, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x10E_1","","","ようっ！　ガマ仙人の　じっちゃま！！\n","",,"=IF(F47=I47, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x10E_3","","","// WARNING: continues previous box
マサカドって　やつは\n
そんなにすごいのか","",,"=IF(F48=I48, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x16E_1","","","ふむ\n
きゃつが　動く時\n
大木は倒れ　火が走り","",,"=IF(F49=I49, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x16E_3","","","その後には\n
しかばねしか残らんと\n
言われておる","",,"=IF(F50=I50, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x1D1_1","","","へぇー！　そんなに　すごいやつが\n
復活したら　この筑波山も\n
消えて　なくなっちまうのか","",,"=IF(F51=I51, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x231_1","","","そうじゃ！！","",,"=IF(F52=I52, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x249_1","","","筑波山の　鳥や　動物も　カエルたちも\n
みんな　マサカドのやつに\n
消されちまうのか？","",,"=IF(F53=I53, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x2A5_1","","","そうじゃ！！","=T(F52)","=""DUPE: ""&ADDRESS(ROW(F52), COLUMN(F52), 4)",,
"string","map-0x118B-0x2BD_1","","","秋に実をつける　リンゴの木や\n
栗の木も　菜の花も\n
みんな　燃やされちまうのか！！","",,"=IF(F55=I55, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x317_1","","","そうじゃ！！","=T(F52)","=""DUPE: ""&ADDRESS(ROW(F52), COLUMN(F52), 4)",,
"string","map-0x118B-0x32F_1","","","そんなやつ　ゆるしておけねえなあ！！","",,"=IF(F57=I57, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x35F_1","","","うむ！！","",,"=IF(F58=I58, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x373_1","","","ジライア！！\n
それで　わしは　おまえに　今まで\n
苦しい修行を　あたえてきたのだ！！","",,"=IF(F59=I59, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x3CF_1","","","オイラに\n
マサカドってやつが\n
たおせるのか？","",,"=IF(F60=I60, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x405_1","","","おそらく・・・無理じゃろう","",,"=IF(F61=I61, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x42B_1","","","だったら\n
なんで　オイラは\n
今まで　修行してきたんだよ！","",,"=IF(F62=I62, ""UNTRANSLATED"", """")",""
"string","map-0x118B-0x46D_1","","","おまえ　ひとりでは\n
無理だと　いうことじゃ","",,"=IF(F63=I63, ""UNTRANSLATED"", """")",""
